work_key,doi,title,venue,publication_date,date_precision,source_month,type
10.1002/adom.202501622,10.1002/adom.202501622,Polar Indirect Valley as a Limiting Factor for Radiative Efficiency in Gold‐Based Mixed‐Valence Double Perovskites,Advanced Optical Materials,2025-09-18,day,2025-09,article
10.1002/pssa.202500512,10.1002/pssa.202500512,Computational Modelling of Lead Free FASnI 2 Br with Copper‐Doped Strontium Titanate and Conductive Metal‐Organic Frameworks as Charge Transport Layers,physica status solidi (a),2025-09-18,day,2025-09,article
10.48550/arxiv.2509.14553,10.48550/arxiv.2509.14553,Density Functional Theory Analysis of Na3AgO: Assessing its Viability as a Sustainable Material for Solar Energy Applications,arXiv (Cornell University),2025-09-18,day,2025-09,preprint
10.5281/zenodo.17589131,10.5281/zenodo.17589131,Making Sheet-to-Sheet Happen: Slot-die Coated Perovskite Solar Cells with Benign Solvents,Zenodo (CERN European Organization for Nuclear Research),2025-09-18,day,2025-09,article
10.5281/zenodo.17589130,10.5281/zenodo.17589130,Making Sheet-to-Sheet Happen: Slot-die Coated Perovskite Solar Cells with Benign Solvents,Zenodo (CERN European Organization for Nuclear Research),2025-09-18,day,2025-09,article
10.1021/acsaem.5c02216.s001,10.1021/acsaem.5c02216.s001,The Importance of Conserving the Stoichiometry of Wide-Bandgap Perovskites in Additive Engineering,Figshare,2025-09-18,day,2025-09,article
10.1021/acsaem.5c02479.s001,10.1021/acsaem.5c02479.s001,Multifunctional Carbon Nanoparticle Interlayer Enables Efficient Hole-Transport-Layer-Free Carbon-Based Perovskite Solar Cells,Figshare,2025-09-18,day,2025-09,article
10.1021/acsenergylett.5c02366,10.1021/acsenergylett.5c02366,Substrate-Independent and Antisolvent-Free Fabrication Method for Tin Perovskite Films via Imidazole-Complexed Intermediates,ACS Energy Letters,2025-09-19,day,2025-09,article
10.1021/acsami.5c15198,10.1021/acsami.5c15198,Dual-Passivation Interfacial Engineering with Creatinol-O-Phosphate for High-Efficiency and Stable Perovskite Solar Cells,ACS Applied Materials & Interfaces,2025-09-19,day,2025-09,article
10.1021/acs.jpclett.5c02369,10.1021/acs.jpclett.5c02369,Benzamidine Derivative as a Multifunctional Additive in Pb–Sn Perovskite Solar Cells,The Journal of Physical Chemistry Letters,2025-09-19,day,2025-09,article
10.1021/acsaem.5c02074,10.1021/acsaem.5c02074,"Partial Substitution of Methylammonium Halides (Cl, Br, and I) in Double-Cation Tin Perovskite: Relative Impact on Material Properties and Solar Cell",ACS Applied Energy Materials,2025-09-19,day,2025-09,article
10.1021/acsomega.5c02596,10.1021/acsomega.5c02596,Understanding the Phase Transition of FAPbI3 Films through In Situ Raman Studies for Enhanced Solar Cell Performance,ACS Omega,2025-09-19,day,2025-09,article
10.1021/acs.jpclett.5c02212,10.1021/acs.jpclett.5c02212,Regulated Aggregation of Phenyl-C61-Butyric Acid Methyl Ester (PCBM) Electron-Transporting Layer via Solvent Engineering for Performance Improvement in Perovskite Solar Cells,The Journal of Physical Chemistry Letters,2025-09-19,day,2025-09,article
10.55041/ijsrem52687,10.55041/ijsrem52687,Synthesis and Characterization of Cspbibr₂ Thin Films Using Organic/ Inorganic Materials,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2025-09-19,day,2025-09,article
10.1002/pssa.202500371,10.1002/pssa.202500371,Device Engineering and Optimization of a Novel Zintl‐Phosphide BaCd 2 P 2 Absorber‐Based Thin Film Photovoltaic Cell,physica status solidi (a),2025-09-19,day,2025-09,article
10.1021/acs.jpclett.5c02369.s001,10.1021/acs.jpclett.5c02369.s001,Benzamidine Derivative as a Multifunctional Additive in Pb–Sn Perovskite Solar Cells,Figshare,2025-09-19,day,2025-09,article
10.1021/acs.jpclett.5c02212.s001,10.1021/acs.jpclett.5c02212.s001,Regulated Aggregation of Phenyl-C61-Butyric Acid Methyl Ester (PCBM) Electron-Transporting Layer via Solvent Engineering for Performance Improvement in Perovskite Solar Cells,Figshare,2025-09-19,day,2025-09,article
10.1021/acsami.5c15198.s001,10.1021/acsami.5c15198.s001,Dual-Passivation Interfacial Engineering with Creatinol-O-Phosphate for High-Efficiency and Stable Perovskite Solar Cells,Figshare,2025-09-19,day,2025-09,article
10.1021/acsenergylett.5c02366.s001,10.1021/acsenergylett.5c02366.s001,Substrate-Independent and Antisolvent-Free Fabrication Method for Tin Perovskite Films via Imidazole-Complexed Intermediates,Figshare,2025-09-19,day,2025-09,article
10.1021/acsomega.5c02596.s001,10.1021/acsomega.5c02596.s001,Understanding the Phase Transition of FAPbI3 Films through In Situ Raman Studies for Enhanced Solar Cell Performance,Figshare,2025-09-19,day,2025-09,article
10.1021/acsaem.5c02074.s001,10.1021/acsaem.5c02074.s001,"Partial Substitution of Methylammonium Halides (Cl, Br, and I) in Double-Cation Tin Perovskite: Relative Impact on Material Properties and Solar Cell",Figshare,2025-09-19,day,2025-09,article
10.1021/jacs.5c13264,10.1021/jacs.5c13264,Perovskite/CIGS Tandem Solar Cells with over 1000 h Operational Stability through Interconnection Stress Relief,Journal of the American Chemical Society,2025-09-20,day,2025-09,article
10.1002/adfm.202515859,10.1002/adfm.202515859,Interface Tailoring by Multifunctional Metal–Organic Salts Enables Efficient Perovskite Solar Cells with a Fill Factor Over 86%,Advanced Functional Materials,2025-09-20,day,2025-09,article
10.1021/acsami.5c08406,10.1021/acsami.5c08406,Thermal Stability and Mechanical Toughness of Laminated Perovskite Solar Cells,ACS Applied Materials & Interfaces,2025-09-20,day,2025-09,article
10.1021/acsaem.5c01634,10.1021/acsaem.5c01634,Prospects for Climate-Specific Design of Perovskite-Silicon Tandem Solar Cells and the Influence of Degradation Rates,ACS Applied Energy Materials,2025-09-20,day,2025-09,article
10.1007/s13391-025-00592-6,10.1007/s13391-025-00592-6,Structural Continuity and Orientation Effects of Organometallic Perovskites,Electronic Materials Letters,2025-09-20,day,2025-09,article
10.1021/acsaem.5c01634.s001,10.1021/acsaem.5c01634.s001,Prospects for Climate-Specific Design of Perovskite-Silicon Tandem Solar Cells and the Influence of Degradation Rates,Figshare,2025-09-20,day,2025-09,article
10.1021/acsami.5c08406.s001,10.1021/acsami.5c08406.s001,Thermal Stability and Mechanical Toughness of Laminated Perovskite Solar Cells,Figshare,2025-09-20,day,2025-09,article
10.1021/jacs.5c13264.s001,10.1021/jacs.5c13264.s001,Perovskite/CIGS Tandem Solar Cells with over 1000 h Operational Stability through Interconnection Stress Relief,Figshare,2025-09-20,day,2025-09,article
10.1021/acs.jpcc.5c05016.s001,10.1021/acs.jpcc.5c05016.s001,Improved Perovskite Film Growth on Spiro-OMeTAD with Alumina Deposited by Atomic Layer Deposition,Figshare,2025-09-20,day,2025-09,article
10.1016/j.solener.2025.113976,10.1016/j.solener.2025.113976,Modeling of efficient dual-junction all-inorganic perovskite tandem cells via SCAPS-1D,Solar Energy,2025-09-21,day,2025-09,article
10.1002/ese3.70301,10.1002/ese3.70301,Single Step and Solution Process Fabrication of Mesoporous ZnOS Thin Film as an Effective Electron Transport Layer for the Cs‐Based Halide Double PSCs,Energy Science & Engineering,2025-09-21,day,2025-09,article
10.1002/solr.202500562,10.1002/solr.202500562,Exploring Charge Transport and Hysteresis Effects in Perovskite Solar Cells Through Dynamic Measurements and Analytical Modeling,Solar RRL,2025-09-21,day,2025-09,article
10.1016/j.solener.2025.113996,10.1016/j.solener.2025.113996,Comprehensive analytical modeling of perovskite (MAPbI3) solar cells: A rigorous validation via simulations and experiments,Solar Energy,2025-09-21,day,2025-09,article
10.1002/pssa.202500489,10.1002/pssa.202500489,Engineering the Absorber Architecture for High‐Efficiency Lead‐Free Inorganic Perovskite Solar Cells in a Trilayer Two‐Terminal Design,physica status solidi (a),2025-09-21,day,2025-09,article
10.1002/adfm.202512747,10.1002/adfm.202512747,Self‐Assembled Monolayers for High‐Performance Perovskite Solar Cells,Advanced Functional Materials,2025-09-22,day,2025-09,article
10.1002/anie.202516433,10.1002/anie.202516433,Converting Residual Unstable PbI 2 into Robust 2D Perovskite via Spacer Cation Engineering Toward Operationally Stable Perovskite Solar Cells,Angewandte Chemie International Edition,2025-09-22,day,2025-09,article
10.1002/aenm.202503331,10.1002/aenm.202503331,Mechanistic Insights into Ionic Conduction in Lead Halide Perovskites and Perovskite‐Inspired Materials,Advanced Energy Materials,2025-09-22,day,2025-09,article
10.1021/acsami.5c10758,10.1021/acsami.5c10758,Combined Effects of Irradiation and Environmental Stressors on Elemental Migration and Device Stability in Perovskite Solar Cells,ACS Applied Materials & Interfaces,2025-09-22,day,2025-09,article
10.1142/s1793292026500037,10.1142/s1793292026500037,"Revealing InPbBr 3 Perovskite’s Potential: A DFT, Scaps and Machine Learning-Based Study for Next-Generation Solar Cells",NANO,2025-09-22,day,2025-09,article
10.1021/acsaem.5c02241,10.1021/acsaem.5c02241,Cesium Iodide Incorporation Enables High-Efficiency and Thermally Stable Inverted Perovskite Solar Cells with Low-Temperature NiO x,ACS Applied Energy Materials,2025-09-22,day,2025-09,article
10.1007/s12648-025-03791-x,10.1007/s12648-025-03791-x,"Computational analysis of chalcogenide perovskites CaXS3 (X = Sn, Zr, and Hf) for photovoltaics applications",Indian Journal of Physics,2025-09-22,day,2025-09,article
10.3390/ma18184429,10.3390/ma18184429,Data-Driven Optimization and Mechanical Assessment of Perovskite Solar Cells via Stacking Ensemble and SHAP Interpretability,Materials,2025-09-22,day,2025-09,article
10.1021/acsaem.5c01807,10.1021/acsaem.5c01807,Molecule-Level Hybridization of MXene-Azo Molecule for Enhanced Electrode Affinity and Photorechargeable Supercapacitor Performance,ACS Applied Energy Materials,2025-09-22,day,2025-09,article
10.1063/5.0280346,10.1063/5.0280346,"Building-up process of power conversion in carbon-electrode-based, hole-conductor-free mesoscopic perovskite solar cells",Applied Physics Letters,2025-09-22,day,2025-09,article
10.1002/smll.202505290,10.1002/smll.202505290,Impact of Organic Cation Matrices on Crystallization Regulation and Photovoltaic Performance of CsPbI 3 Thin Films,Small,2025-09-22,day,2025-09,article
10.1007/s11426-025-2922-1,10.1007/s11426-025-2922-1,In-situ visual microdamage detection in lead-based perovskite solar cells,Science China Chemistry,2025-09-22,day,2025-09,article
10.1103/g39z-lscx,10.1103/g39z-lscx,Screening Metal Halide Perovskite Solar Modules for Premature Field Failures,PRX Energy,2025-09-22,day,2025-09,article
10.1557/s43579-025-00823-9,10.1557/s43579-025-00823-9,In situ formation of SnS2 in FTO by electrodeposition for applications in the electron transport layer of perovskite solar cells,MRS Communications,2025-09-22,day,2025-09,article
10.1016/j.apsusc.2025.164693,10.1016/j.apsusc.2025.164693,Stabilization of interfaces for double-cation halide perovskites with AVA2FAPb2I7 additives,Applied Surface Science,2025-09-22,day,2025-09,article
10.1002/ange.202516433,10.1002/ange.202516433,Converting Residual Unstable PbI 2 into Robust 2D Perovskite via Spacer Cation Engineering Toward Operationally Stable Perovskite Solar Cells,Angewandte Chemie,2025-09-22,day,2025-09,article
10.1364/ao.572689,10.1364/ao.572689,Light capture efficiency of subwavelength cylindrical grating-enhanced MAPbI 3 perovskite devices based on EMT design,Applied Optics,2025-09-22,day,2025-09,article
10.1063/5.0289132,10.1063/5.0289132,Simultaneously upgrading the power conversion efficiency and the moisture resistance of perovskite solar cells by blending CsI into carbon-electrode,Applied Physics Letters,2025-09-22,day,2025-09,article
10.5120/ijca2025925705,10.5120/ijca2025925705,"Ensemble Learning and Graph Neural Networks for High Throughput Screening of Non-Toxic, Thermally Stable Hybrid Perovskites for Solar Energy",International Journal of Computer Applications,2025-09-22,day,2025-09,article
10.12688/f1000research.168996.1,10.12688/f1000research.168996.1,Synthetic dataset to study the performance of perovskite solar cell simulations,F1000Research,2025-09-22,day,2025-09,article
10.1021/acsaem.5c01807.s001,10.1021/acsaem.5c01807.s001,Molecule-Level Hybridization of MXene-Azo Molecule for Enhanced Electrode Affinity and Photorechargeable Supercapacitor Performance,Figshare,2025-09-22,day,2025-09,article
10.1021/acsami.5c10758.s001,10.1021/acsami.5c10758.s001,Combined Effects of Irradiation and Environmental Stressors on Elemental Migration and Device Stability in Perovskite Solar Cells,Figshare,2025-09-22,day,2025-09,article
10.1021/acsaem.5c02241.s001,10.1021/acsaem.5c02241.s001,Cesium Iodide Incorporation Enables High-Efficiency and Thermally Stable Inverted Perovskite Solar Cells with Low-Temperature NiOx,Figshare,2025-09-22,day,2025-09,article
10.3390/ceramics8040119,10.3390/ceramics8040119,"Binary Oxide Ceramics (TiO2, ZnO, Al2O3, SiO2, CeO2, Fe2O3, and WO3) for Solar Cell Applications: A Comparative and Bibliometric Analysis",Ceramics,2025-09-23,day,2025-09,article
10.1038/s41563-025-02367-8,10.1038/s41563-025-02367-8,Stabilized perovskite phases enabling efficient perovskite/perovskite/silicon triple-junction solar cells,Nature Materials,2025-09-23,day,2025-09,article
10.1002/jcc.70222,10.1002/jcc.70222,"K2 AlInZ 6 (Z = F, Cl, Br) Double Perovskites: Potential Candidates for Optoelectronic and Photovoltaic Devices",Journal of Computational Chemistry,2025-09-23,day,2025-09,article
10.1002/smsc.202500362,10.1002/smsc.202500362,Efficient Perovskite/Silicon Tandem Solar Cells Using Hybrid Two‐Step Inkjet Printing with Edge Isolation Precision,Small Science,2025-09-23,day,2025-09,article
10.1016/j.cej.2025.168799,10.1016/j.cej.2025.168799,Quasi-pure-phase 2D perovskites for high-efficiency and stable 2D/3D perovskite heterojunction solar cells,Chemical Engineering Journal,2025-09-23,day,2025-09,article
10.1016/j.inoche.2025.115524,10.1016/j.inoche.2025.115524,Impedance spectroscopy in perovskite materials: From fundamentals to applications,Inorganic Chemistry Communications,2025-09-23,day,2025-09,article
10.1016/j.nxener.2025.100429,10.1016/j.nxener.2025.100429,Upcycling plastic waste into advanced carbon materials: A comprehensive review of applications in energy and environment,Next Energy,2025-09-23,day,2025-09,article
10.3390/en18195052,10.3390/en18195052,Genetic Algorithm-Based Hybrid Deep Learning Framework for Stability Prediction of ABO3 Perovskites in Solar Cell Applications,Energies,2025-09-23,day,2025-09,article
10.1002/adts.202501499,10.1002/adts.202501499,Modeling and Performance Analysis of Indoor Bifacial Perovskite Photovoltaics with SCAPS‐1D,Advanced Theory and Simulations,2025-09-23,day,2025-09,article
10.1142/s0217979225502431,10.1142/s0217979225502431,Computational insight into lead-free quasi-1D layered halide perovskites Cs2AgX3 (X = Cl/Br/I) for optoelectronic applications,International Journal of Modern Physics B,2025-09-23,day,2025-09,article
10.1016/j.nxener.2025.100423,10.1016/j.nxener.2025.100423,Photovoltaic performance of CsPbBr3-based perovskite solar cell with TiO2 and quaternary chalcogenide Cu2FeSnS4 as charge transport channels: Unlocking >26% efficiency via SCAPS-1D investigation,Next Energy,2025-09-23,day,2025-09,article
10.1007/s13391-025-00598-0,10.1007/s13391-025-00598-0,Passivation Strategy for High Performance Perovskite Solar Cells Using a Multifunctional Lewis Base Potassium Salt Additive,Electronic Materials Letters,2025-09-23,day,2025-09,article
10.1002/sstr.202500437,10.1002/sstr.202500437,Isomerized Conjugated Molecules as Hole‐Selective Contacts for Inverted Perovskite Solar Cells,Small Structures,2025-09-23,day,2025-09,article
10.1002/solr.202500582,10.1002/solr.202500582,Core Extended Conjugation in Thiophene‐Based Cations Enables Open‐Circuit Voltage Improvement in Inverted Perovskite Solar Cells,Solar RRL,2025-09-23,day,2025-09,article
10.1016/j.jpcs.2025.113224,10.1016/j.jpcs.2025.113224,Optimizing grading profiles for enhanced photovoltaic performance in CsGeI3-xBrx perovskite devices,Journal of Physics and Chemistry of Solids,2025-09-23,day,2025-09,article
10.48550/arxiv.2509.18604,10.48550/arxiv.2509.18604,A closed-loop AI framework for hypothesis-driven and interpretable materials design,arXiv (Cornell University),2025-09-23,day,2025-09,preprint
10.1016/j.device.2025.100934,10.1016/j.device.2025.100934,Ice-assisted van der Waals metal contact with halide perovskites,Device,2025-09-23,day,2025-09,article
10.15407/iopt.2025.60.022,10.15407/iopt.2025.60.022,SYNTHESIS TECHNOLOGY AND PRACTICAL USE OF PbS AND PbSe QUANTUM DOTS (REVIEW),Optoelektronìka ta napìvprovìdnikova tehnìka,2025-09-23,day,2025-09,article
binary oxide ceramics tio2 zno al2o3 sio2 ceo2 fe2o3 and wo3 for solar cell applications a comparative and bibliometric analysis|suchikova,,"Binary Oxide Ceramics (TiO2, ZnO, Al2O3, SiO2, CeO2, Fe2O3, and WO3) for Solar Cell Applications: A Comparative and Bibliometric Analysis",Borys Grinchenko Kyiv University Institutional repository (Borys Grinchenko Kyiv University),2025-09-23,day,2025-09,article
10.1016/j.egyr.2025.09.010,10.1016/j.egyr.2025.09.010,Strategic engineering of charge transport layers for designing lead-free halide perovskite CsGeIBr2-based solar cells: Insights from DFT and SCAPS-1D modeling,Energy Reports,2025-09-24,day,2025-09,article
10.1016/j.physb.2025.417836,10.1016/j.physb.2025.417836,"Comprehensive analysis of novel In2GeX6 (X = Cl, Br) double perovskites: Structural, electronic, optical, mechanical, phonon, population analyses and solar cell performance via DFT and SCAPS-1D",Physica B Condensed Matter,2025-09-24,day,2025-09,article
10.3390/pr13103049,10.3390/pr13103049,Data-Driven Perovskite Design via High-Throughput Simulation and Machine Learning,Processes,2025-09-24,day,2025-09,article
10.1002/advs.202511211,10.1002/advs.202511211,Unravel the Effects of UV Light on the Lattice Stability of Perovskite via Numerical Simulation,Advanced Science,2025-09-24,day,2025-09,article
10.1016/j.nanoen.2025.111482,10.1016/j.nanoen.2025.111482,Strain engineering in vapor-deposited perovskites enables self-healing and stable solar cells,Nano Energy,2025-09-24,day,2025-09,article
10.1002/smll.202503777,10.1002/smll.202503777,Quantum Dot‐Based Electron‐Transporting Materials for Perovskite Solar Cells,Small,2025-09-24,day,2025-09,article
10.1002/advs.202509692,10.1002/advs.202509692,Hybrid Perovskite‐Photovoltaic and Solar‐Thermal Harvesting,Advanced Science,2025-09-24,day,2025-09,article
10.1007/s10751-025-02321-9,10.1007/s10751-025-02321-9,Numerical simulation of FAPbI3-based perovskite solar cells employing ZnSe as ETL and MoOx as HTL,Interactions,2025-09-24,day,2025-09,article
10.1016/j.molstruc.2025.144079,10.1016/j.molstruc.2025.144079,Emerging optical materials for photovoltaic engineering and technology: A review,Journal of Molecular Structure,2025-09-24,day,2025-09,article
10.1007/s00339-025-08891-3,10.1007/s00339-025-08891-3,Solvent annealing for improved performance in perovskite solar cells fabricated by pulsed laser deposition,Applied Physics A,2025-09-24,day,2025-09,article
10.18196/jrc.v6i5.27539,10.18196/jrc.v6i5.27539,Advanced Modeling and Comparative Error Analysis of Photovoltaic Cells Using Multi-Diode Models and EQE Characterization,Journal of Robotics and Control (JRC),2025-09-24,day,2025-09,article
10.1002/pssr.202500209,10.1002/pssr.202500209,High‐Rate Thermal Evaporation of CsPb(Br 1− x Cl x ) 3 Thin Films and their Optoelectronic Properties for Photovoltaic Power Converters in Optical Wireless Power Transmission,physica status solidi (RRL) - Rapid Research Letters,2025-09-24,day,2025-09,article
10.1016/j.apmt.2025.102932,10.1016/j.apmt.2025.102932,"Femtosecond laser processing for the perovskite quantum dots: Mechanism, fabrication, and nanophotonic applications",Applied Materials Today,2025-09-24,day,2025-09,article
10.35848/1347-4065/ae0ae1,10.35848/1347-4065/ae0ae1,Laser-assisted fabrication and structural control of layered hybrid lead halide perovskites,Japanese Journal of Applied Physics,2025-09-24,day,2025-09,article
10.54254/2755-2721/2025.gl27132,10.54254/2755-2721/2025.gl27132,Structural Design and Performance Optimization of Perovskite/Organic Tandem Solar Cells,Applied and Computational Engineering,2025-09-24,day,2025-09,article
10.54254/2755-2721/2025.mh27098,10.54254/2755-2721/2025.mh27098,Key Factors Affecting the Efficiency of Perovskite Solar Cells,Applied and Computational Engineering,2025-09-24,day,2025-09,article
10.21203/rs.3.rs-7585186/v1,10.21203/rs.3.rs-7585186/v1,A comprehensive study of Lanthanides based Halide Double Perovskites A₂MTlX₆ for high frequency optical and thermoelectric applications,Research Square,2025-09-24,day,2025-09,preprint
10.1002/aenm.202503565,10.1002/aenm.202503565,Suppressing Halide Segregation Via Dual‐Anchoring Strategy for 31.20% Perovskite/Silicon Tandem Solar Cells,Advanced Energy Materials,2025-09-25,day,2025-09,article
10.1038/s41467-025-63389-z,10.1038/s41467-025-63389-z,Stabilizing buried interface by bilateral bond strength equilibrium strategy toward efficient perovskite photovoltaics,Nature Communications,2025-09-25,day,2025-09,article
10.1002/advs.202512117,10.1002/advs.202512117,Benzylphosphonic Acid‐Engineered Compact Self‐Assembled Monolayers for Bifacial Buried Interface Passivation in High‐Performance Inverted Perovskite Solar Cells,Advanced Science,2025-09-25,day,2025-09,article
10.1038/s41598-025-02203-8,10.1038/s41598-025-02203-8,Physical parameter optimization and band alignment approach for efficiency improvement in Cs2AgBiBr6 based lead-free perovskite solar cells,Scientific Reports,2025-09-25,day,2025-09,article
10.1002/eem2.70109,10.1002/eem2.70109,Going Beyond Surface Physics: Interface Engineering of PTAA for Efficient p‐i‐n Perovskite Photovoltaics,Energy & environment materials,2025-09-25,day,2025-09,article
10.1002/adfm.202518036,10.1002/adfm.202518036,Suppressing Interfacial Deprotonation and Ion Migration via a Proton‐Ion Capture Strategy for Stable and Efficient Perovskite Solar Cells,Advanced Functional Materials,2025-09-25,day,2025-09,article
10.1016/j.nexus.2025.100549,10.1016/j.nexus.2025.100549,"Optimized solar conversion achieved with double halide X2NaIrCl6 (X = Rb, Cs) perovskites for optoelectronic and photovoltaic applications",Energy Nexus,2025-09-25,day,2025-09,article
10.1002/adfm.202521907,10.1002/adfm.202521907,A Plant‐Derived Bridge Multifunctionalizes Buried Interfaces for Ambient‐Air‐Fabricated Flexible Perovskite Solar Cells with High Efficiency and Stability,Advanced Functional Materials,2025-09-25,day,2025-09,article
10.1021/acsami.5c15458,10.1021/acsami.5c15458,Improving Perovskite/CIGS Tandem Solar Cells for Higher Power Conversion Efficiency through Light Management and Bandgap Engineering,ACS Applied Materials & Interfaces,2025-09-25,day,2025-09,article
10.1021/acsaem.5c02343,10.1021/acsaem.5c02343,Unraveling Charge Carrier Recombination Dynamics in Semi-transparent Perovskite Solar Cells: Intensity and Temperature Dependent Analysis,ACS Applied Energy Materials,2025-09-25,day,2025-09,article
10.1002/adfm.202512300,10.1002/adfm.202512300,Multifaceted Reductant for Buried Interface Modification of Tin‐Based Perovskite Solar Cells by Concurrently Suppressing Sn‐Oxidation and Facilitating Energy‐Alignment,Advanced Functional Materials,2025-09-25,day,2025-09,article
10.1002/anie.202513338,10.1002/anie.202513338,Enhanced Efficiency and Stability of Inverted Perovskite Solar Cells via Isomerization Engineering of Self‐Assembled Monolayers,Angewandte Chemie International Edition,2025-09-25,day,2025-09,article
10.1088/1361-651x/ae0b9b,10.1088/1361-651x/ae0b9b,Numerical analysis and parametric optimization of multi-absorber layer all-inorganic perovskite solar cells employing double perovskites,Modelling and Simulation in Materials Science and Engineering,2025-09-25,day,2025-09,article
10.1016/j.ijleo.2025.172546,10.1016/j.ijleo.2025.172546,Design of a high-efficiency PV array of 3rd generation perovskite solar cells using a ZnO/TiO₂ ETL and Au in the back electrode,Optik,2025-09-25,day,2025-09,article
10.1016/j.jpcs.2025.113212,10.1016/j.jpcs.2025.113212,Advancing Ba3PCl3 photovoltaics: Unlocking 31 % efficiency through Se-engineered HTLs,Journal of Physics and Chemistry of Solids,2025-09-25,day,2025-09,article
10.1007/s41939-025-01055-z,10.1007/s41939-025-01055-z,Enhanced optoelectronic behavior of eco-friendly Cs2BiCuI6 double perovskite solar cells via terbium-doped FTO and graphene oxide interface engineering,Multiscale and Multidisciplinary Modeling Experiments and Design,2025-09-25,day,2025-09,article
10.1016/j.physb.2025.417831,10.1016/j.physb.2025.417831,Band gap modulation and improved optoelectronic and thermoelectric properties in Sn-doped RbCaCl 3 perovskites,Physica B Condensed Matter,2025-09-25,day,2025-09,article
10.1002/ange.202513338,10.1002/ange.202513338,Enhanced Efficiency and Stability of Inverted Perovskite Solar Cells via Isomerization Engineering of Self‐Assembled Monolayers,Angewandte Chemie,2025-09-25,day,2025-09,article
10.1016/j.matchemphys.2025.131612,10.1016/j.matchemphys.2025.131612,"Exploring the effect of hydrostatic pressure on the physical properties of non-toxic Na3OX (X = Cl, I) anti-perovskites for optoelectronic applications",Materials Chemistry and Physics,2025-09-25,day,2025-09,article
10.3390/nano15191474,10.3390/nano15191474,Electronic and Nuclear Subsystem Response in Hybrid Halide Perovskites Under γ-Irradiation,Nanomaterials,2025-09-25,day,2025-09,article
10.1088/1402-4896/ae0bbf,10.1088/1402-4896/ae0bbf,"A DFT study on cubic NaInBr3 perovskite: insights into structural stability, electronic behavior, and optical performance",Physica Scripta,2025-09-25,day,2025-09,article
10.26434/chemrxiv-2025-jrw99,10.26434/chemrxiv-2025-jrw99,Anion Composite Engineering of Spontaneous Perovskite Passivators for Energy Alignment Modulations in Perovskite Solar Cells,ChemRxiv,2025-09-25,day,2025-09,preprint
10.1016/j.jallcom.2025.183877,10.1016/j.jallcom.2025.183877,Thermal and thermobaric effects on magnetic properties of La1.8Ca0.2Ni0.8Cu0.2O4±δ layered perovskites,Journal of Alloys and Compounds,2025-09-25,day,2025-09,article
10.1002/smtd.202501334,10.1002/smtd.202501334,Understanding Local Crystallography in Solar Cell Absorbers with Scanning Electron Diffraction,Small Methods,2025-09-25,day,2025-09,article
10.1021/acs.energyfuels.5c02540,10.1021/acs.energyfuels.5c02540,Dual-Functional Guanidinium Iodide Interfacial Engineering for Efficient and Stable Dion–Jacobson Perovskite Solar Cells,Energy & Fuels,2025-09-25,day,2025-09,article
10.1021/acs.energyfuels.5c02540.s001,10.1021/acs.energyfuels.5c02540.s001,Dual-Functional Guanidinium Iodide Interfacial Engineering for Efficient and Stable Dion–Jacobson Perovskite Solar Cells,Figshare,2025-09-25,day,2025-09,article
10.1021/acsaem.5c02343.s001,10.1021/acsaem.5c02343.s001,Unraveling Charge Carrier Recombination Dynamics in Semi-transparent Perovskite Solar Cells: Intensity and Temperature Dependent Analysis,Figshare,2025-09-25,day,2025-09,article
10.1021/acsnano.5c11320,10.1021/acsnano.5c11320,"Metallic Lead Formation in Perovskites: Mechanisms, Suppression, and Future Directions",ACS Nano,2025-09-26,day,2025-09,article
10.1002/advs.202514595,10.1002/advs.202514595,Multifunctional SnO 2 /Perovskite Interface Engineering for Efficient Perovskite Solar Cells,Advanced Science,2025-09-26,day,2025-09,article
10.1021/acsnano.5c04978,10.1021/acsnano.5c04978,Synergistic Dipole-Defect Engineering via Sulfonic Molecular Bridge Boosts Voltage in Wide-Bandgap Perovskite and All-Perovskite Tandem Solar Cells,ACS Nano,2025-09-26,day,2025-09,article
10.1002/adma.202513332,10.1002/adma.202513332,"Large‐Scale Carbon‐Based Perovskite Solar Cells: Scalable Fabrication, Performance Optimization, and Industrialization Pathways",Advanced Materials,2025-09-26,day,2025-09,article
10.1088/1361-6633/ae0c22,10.1088/1361-6633/ae0c22,Strain regulation by interface engineering in perovskite solar cells,Reports on Progress in Physics,2025-09-26,day,2025-09,article
10.51646/jsesd.v14istr2e.798,10.51646/jsesd.v14istr2e.798,DFT Approach for Improving the Electronic and Optical Properties of Kznf3 Perovskite:,Solar Energy and Sustainable Development,2025-09-26,day,2025-09,article
10.3390/polym17192607,10.3390/polym17192607,Polymer Functional Layers for Perovskite Solar Cells,Polymers,2025-09-26,day,2025-09,article
10.1007/s11082-025-08461-0,10.1007/s11082-025-08461-0,Performance enhancement of lead-free CsSnI3 and CsSnCl3 perovskite solar cells by tuning layer interfaces,Optical and Quantum Electronics,2025-09-26,day,2025-09,article
10.1016/j.molstruc.2025.144162,10.1016/j.molstruc.2025.144162,"Structure and optoelectronic properties of organic-inorganic bismuth-based hybrid perovskites AaBibIc (A=CH3NH3+, (CH3)2NH2+ and (CH3)3NH+)",Journal of Molecular Structure,2025-09-26,day,2025-09,article
