work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.1016/j.cej.2026.174795,10.1016/j.cej.2026.174795,A spiro-conjugated molecular post-treatment layer enables 26% efficiency in perovskite solar cells via dual-mode coordination,Chemical Engineering Journal,journal,2026-03-03,article,en,,,,,Henan University Of Technology,3,closed,0
10.1038/s41467-026-69687-4,10.1038/s41467-026-69687-4,Moisture-responsive crystallization strategy for efficient CsPbI3 solar cells fabricated under high-humidity conditions,Nature Communications,journal,2026-03-03,article,en,,,,,Wuhan National Laboratory For Optoelectronics,2,gold,1
10.1021/acs.jpclett.6c00402,10.1021/acs.jpclett.6c00402,Inhibiting Sn 2+ Oxidation with Dual-Functional Guanidines for Robust Tin Perovskite Solar Cells,The Journal of Physical Chemistry Letters,journal,2026-03-03,article,en,,,,,University Of Electronic Science And Technology Of China,2,closed,1
10.1021/acsanm.5c04991,10.1021/acsanm.5c04991,Fabrication of 1D-Confined MAPbI 3 in Cerium Oxide Nanotubes for Nanowire Solar Cells,ACS Applied Nano Materials,journal,2026-03-03,article,en,,,,,University Of North Texas,1,closed,0
10.1016/j.jechem.2026.02.033,10.1016/j.jechem.2026.02.033,Thermally triggered polymer interface engineering for efficient and stable air-processed perovskite solar cells,Journal of Energy Chemistry,journal,2026-03-03,article,en,,,,,Nanjing University Of Aeronautics And Astronautics,0,closed,0
10.1016/j.actamat.2026.122070,10.1016/j.actamat.2026.122070,Atomic-Insights into electron-beam irradiation-induced degradation in all-inorganic metal halide perovskites,Acta Materialia,journal,2026-03-03,article,en,,,,,Qingdao University,0,closed,0
10.1021/acsaem.5c04004,10.1021/acsaem.5c04004,Performance Optimization of Air-Processed Perovskite Solar Cells via Compositional Engineering and Residual Stress Analysis,ACS Applied Energy Materials,journal,2026-03-03,article,en,,,,,,0,closed,1
10.58692/jotcsb.1890076,10.58692/jotcsb.1890076,"Structural, Morphological, and Chemical Characterization of Inkjet-Printed Perovskite Layers Fabricated under Extreme Ambient Humidity",Journal of the Turkish Chemical Society Section B Chemical Engineering,journal,2026-03-03,article,en,,,,,Ondokuz Mayıs University,0,diamond,0
10.1021/acsaem.5c04080,10.1021/acsaem.5c04080,Theoretical Insights into Depth-Adaptive Bandgap Engineering Enabling Over-60%-Efficient Perovskite Photovoltaics in Deep-Sea Environments,ACS Applied Energy Materials,journal,2026-03-03,article,en,,,,,Electric Power University,0,closed,0
10.1021/acsaem.6c00321,10.1021/acsaem.6c00321,Gap-Filling and Crystallization Kinetics Regulation in VTD/Spray Hybrid Perovskite Solar Cells,ACS Applied Energy Materials,journal,2026-03-03,article,en,,,,,Wuhan University Of Technology,0,closed,0
10.1088/1402-4896/ae4cd3,10.1088/1402-4896/ae4cd3,Strain engineering of functional properties: a first-principles study on pressure as a gateway for phase transition in LiTaO 3,Physica Scripta,journal,2026-03-03,article,en,,,,,Nanjing University Of Posts And Telecommunications,0,hybrid,0
10.1016/j.jechem.2026.02.032,10.1016/j.jechem.2026.02.032,Promoting hole mobility in carbon-based perovskite solar cells by p-type doping of P3HT to lower its hole reorganization energy,Journal of Energy Chemistry,journal,2026-03-03,article,en,,,,,Lanzhou University Of Technology,0,closed,0
10.48550/arxiv.2603.02717,10.48550/arxiv.2603.02717,Decoupling Intrinsic Molecular Efficacy from Platform Effects: An Interpretable Machine Learning Framework for Unbiased Perovskite Passivator Discovery,arXiv (Cornell University),repository,2026-03-03,preprint,en,,,,,,0,green,1
decoupling intrinsic molecular efficacy from platform effects an interpretable machine learning framework for unbiased perovskite passivator discovery|zhang,,Decoupling Intrinsic Molecular Efficacy from Platform Effects: An Interpretable Machine Learning Framework for Unbiased Perovskite Passivator Discovery,arXiv (Cornell University),repository,2026-03-03,preprint,en,,,,,Ningbo University Of Technology,0,green,0
10.1021/acs.jpclett.6c00402.s001,10.1021/acs.jpclett.6c00402.s001,Inhibiting Sn2+ Oxidation with Dual-Functional Guanidines for Robust Tin Perovskite Solar Cells,Figshare,repository,2026-03-03,article,en,,,,,,0,green,0
10.69626/mse.2026.0054,10.69626/mse.2026.0054,"Phase–Dependent Structural, Electronic, and Optical Properties of Lead–Free CsSnI₃: A First–Principles DFT+U Study",MatSci express.,journal,2026-03-03,article,en,,,,,King Abdulaziz University,0,bronze,0
10.1002/anie.5319815,10.1002/anie.5319815,Sulfur‐Modulated Fully‐Conjugated Self‐Assembled Monolayers for Synergistic Dual‐Interface Optimization in Inverted Perovskite Solar Cells,Angewandte Chemie International Edition,journal,2026-03-04,article,en,,,,,Nanjing Tech University,10,closed,1
10.1016/j.joule.2025.102315,10.1016/j.joule.2025.102315,Stabilizing perovskite solar cells via facet-selective molecular engineering,Joule,journal,2026-03-04,article,en,,,,,Chongqing University,9,closed,0
10.1016/j.joule.2025.102316,10.1016/j.joule.2025.102316,Ambient-air fabrication of wide-band-gap perovskites via a dual-functional polymer for all-perovskite tandem solar modules,Joule,journal,2026-03-04,article,en,,,,,Shanghai Jiao Tong University,6,closed,0
10.1007/s40820-026-02087-x,10.1007/s40820-026-02087-x,Advances of Self-Healing Polymers Incorporated in Perovskite Solar Cells for High Durability,Nano-Micro Letters,journal,2026-03-04,article,en,,,,,Northwestern Polytechnical University,5,gold,1
10.1002/solr.202500942,10.1002/solr.202500942,Indium‐Free Recombination Junctions on Tunnel Oxide Passivating Contacts for Fully Textured Perovskite/Silicon Tandem Solar Cells,Solar RRL,journal,2026-03-04,article,en,,,,,Fraunhofer Institute For Solar Energy Systems,2,hybrid,1
10.3390/cryst16030174,10.3390/cryst16030174,Hole and Electron Transport Layer Optimization for Highly Efficient Lead-Free MASnI2Br Perovskite Solar Cells: A Simulation Study,Crystals,journal,2026-03-04,article,en,,,,,Umm Al-qura University,1,gold,0
10.1088/1402-4896/ae4dd0,10.1088/1402-4896/ae4dd0,"Theoretical investigation of structural, electronic, and optical features of lead-free Rb 2 LiAsX 6 (X = F, Cl, Br, I) double perovskites",Physica Scripta,journal,2026-03-04,article,en,,,,,Renewable Energy Development Center,1,hybrid,0
10.1016/j.physb.2026.418488,10.1016/j.physb.2026.418488,"A comprehensive structural, electronic, optical, mechanical, and vibrational study of inorganic CsGeX3 (X = Cl, Br, I) perovskite via DFT calculation",Physica B Condensed Matter,journal,2026-03-04,article,en,,,,,Yangtze University,1,closed,0
10.1088/1402-4896/ae4dc6,10.1088/1402-4896/ae4dc6,Numerical investigation of perovskite solar cells: impact of TCO selection and absorber layer properties using SCAPS-1D,Physica Scripta,journal,2026-03-04,article,en,,,,,National,1,hybrid,0
10.1002/adma.202522768,10.1002/adma.202522768,Freeform Fabrication of Layered Halide Perovskite Nanowire Heterojunctions,Advanced Materials,journal,2026-03-04,article,en,,,,,University Of Hong Kong,1,hybrid,0
10.1002/adfm.74668,10.1002/adfm.74668,Furan‐Substituted Phosphine‐Oxide as an Efficient Interfacial Modifier for Wide‐Bandgap Perovskite Solar Cells,Advanced Functional Materials,journal,2026-03-04,article,en,,,,,Hanyang University,1,hybrid,0
10.1016/j.mattod.2026.103264,10.1016/j.mattod.2026.103264,Toxicity and biosafety optimizing in perovskite nanomaterials,Materials Today,journal,2026-03-04,article,en,,,,,,1,hybrid,1
10.5281/zenodo.18859927,10.5281/zenodo.18859927,Advanced Nanomaterials for Sustainable Energy Systems: Enabling India's Green Transition,Zenodo (CERN European Organization for Nuclear Research),repository,2026-03-04,article,en,,,,,,0,green,0
10.5281/zenodo.18859926,10.5281/zenodo.18859926,Advanced Nanomaterials for Sustainable Energy Systems: Enabling India's Green Transition,Zenodo (CERN European Organization for Nuclear Research),repository,2026-03-04,article,en,,,,,,0,green,0
10.21203/rs.3.rs-8749975/v1,10.21203/rs.3.rs-8749975/v1,"Computational Analysis of Germanium-Based Perovskites (MAGeI₃, FAGeI₃, CsGeI₃, RbGeI₃) for High-Efficiency Solar Cells Using SCAPS-1D",Research Square,repository,2026-03-04,preprint,en,,,,,Woxsen,0,green,0
10.1007/s40820-026-02105-y,10.1007/s40820-026-02105-y,Chemo-Strain Valence Engineering for Boosting Photovoltaic Response in Double Perovskite Epitaxial Films,Nano-Micro Letters,journal,2026-03-04,article,en,,,,,Beijing University Of Technology,0,gold,1
10.1038/s44160-026-00996-8,10.1038/s44160-026-00996-8,Scalable crystal-solvate seeding strategy for the fabrication of perovskite photovoltaics,Nature Synthesis,journal,2026-03-04,article,en,,,,,,0,closed,0
10.1016/j.inoche.2026.116367,10.1016/j.inoche.2026.116367,"High-efficiency (>27%) lead-free CsGeI3-based perovskite solar cells: A first-principles calculation, device simulation, and machine learning study",Inorganic Chemistry Communications,journal,2026-03-04,article,en,,,,,Nanjing University Of Aeronautics And Astronautics,0,closed,0
10.25073/2588-1124/vnumap.5056,10.25073/2588-1124/vnumap.5056,Effects of Hole Transport Layer Thickness on Photovoltaic Performance of Perovskite Solar Cell,VNU Journal of Science Mathematics - Physics,journal,2026-03-04,article,en,,,,,Vnu University Of Science,0,diamond,0
10.1016/j.cej.2026.174722,10.1016/j.cej.2026.174722,Dense ordered stacking co-planar self-assembled molecules for high-performance perovskite solar cells,Chemical Engineering Journal,journal,2026-03-04,article,en,,,,,Jiangxi Science And Technology Normal University,0,closed,0
10.1002/aenm.202506762,10.1002/aenm.202506762,Rational Backbone Planarization for Doping‐Resilient Polymeric Hole Transport Materials Toward Stable and Scalable Perovskite Solar Cells,Advanced Energy Materials,journal,2026-03-04,article,en,,,,,Pohang University Of Science And Technology,0,hybrid,1
10.1021/acsenergylett.5c03999,10.1021/acsenergylett.5c03999,Dual-Site Competitive Coordination Eliminates Residual DMSO for Thermally and Moisture-Stable Perovskite Solar Cells,ACS Energy Letters,journal,2026-03-05,article,en,,,,,Guizhou University,6,closed,1
10.1016/j.joule.2026.102319,10.1016/j.joule.2026.102319,Pushing the performance of inverted CsPbI3 perovskite photovoltaics via grain boundary grooves stitching,Joule,journal,2026-03-05,article,en,,,,,Beijing University Of Technology,5,closed,0
10.1007/s10825-026-02527-2,10.1007/s10825-026-02527-2,Charge transport and optical properties tuning via DFT/TD-DFT modeling of SAM-driven hole-selective layers for inverted perovskite solar cells,Journal of Computational Electronics,journal,2026-03-05,article,en,,,,,University Of Faisalabad,4,closed,0
10.1002/ange.5319815,10.1002/ange.5319815,Sulfur‐Modulated Fully‐Conjugated Self‐Assembled Monolayers for Synergistic Dual‐Interface Optimization in Inverted Perovskite Solar Cells,Angewandte Chemie,journal,2026-03-05,article,en,,,,,Nanjing Tech University,3,closed,0
10.1016/j.chempr.2026.102941,10.1016/j.chempr.2026.102941,SAM molecular stacking with heterogeneous orientation for high-performance perovskite photovoltaics,Chem,journal,2026-03-05,article,en,,,,,Soochow University,3,green,1
10.1016/j.mser.2026.101202,10.1016/j.mser.2026.101202,Two-dimensional halide perovskites spacer for stable perovskite solar cells: A review,Materials Science and Engineering R Reports,journal,2026-03-05,article,en,,,,,Beihang University,3,closed,0
10.1016/j.optlastec.2026.115032,10.1016/j.optlastec.2026.115032,Direct femtosecond laser welding of silica glass for perovskite film encapsulation,Optics & Laser Technology,journal,2026-03-05,article,en,,,,,Chengdu University Of Information Technology,2,closed,0
10.1002/adfm.202531734,10.1002/adfm.202531734,Extrinsic Doping and Interface Engineering of Nonaqueous Tin Oxide Nanocrystals for Efficient Perovskite Solar Cells,Advanced Functional Materials,journal,2026-03-05,article,en,,,,,Chongqing University,2,closed,1
10.1016/j.mssp.2026.110577,10.1016/j.mssp.2026.110577,"Synergistic interface engineering of Fe2O3 with dicyandiamide for enhanced charge extraction, efficiency, and stability in perovskite solar cells",Materials Science in Semiconductor Processing,journal,2026-03-05,article,en,,,,,Bahauddin Zakariya University,0,closed,0
10.20944/preprints202603.0421.v1,10.20944/preprints202603.0421.v1,Triple-Cation Perovskite Photoanodes for Solar Water Splitting: From Photovoltaic-Assisted to Immersed Photoelectrochemical Operation,Preprints.org,repository,2026-03-05,preprint,en,,,,,,0,green,1
10.1016/j.cej.2026.174910,10.1016/j.cej.2026.174910,Multi active sites regulation of buried interface defects in n-i-p perovskite solar cells with tryptophan derivatives,Chemical Engineering Journal,journal,2026-03-05,article,en,,,,,Hebei Normal University,0,closed,0
10.5281/zenodo.18877356,10.5281/zenodo.18877356,Experimental Setup Guidelines for Artificial Visual Synapse Characterisation -- SOLIS Deliverable D1.1,Zenodo (CERN European Organization for Nuclear Research),repository,2026-03-05,article,en,,,,,Universitat Politècnica De Catalunya,0,green,0
10.1016/j.surfin.2026.108919,10.1016/j.surfin.2026.108919,Sticker-type polydimethylsiloxane anti-reflective coating with inverted-pyramid structure for improved light absorption in perovskite solar cells,Surfaces and Interfaces,journal,2026-03-05,article,en,,,,,Sungkyunkwan University,0,closed,0
10.1016/j.nxmate.2026.101834,10.1016/j.nxmate.2026.101834,Performance enhancement of Cs2CuBiBr6-based double halide perovskite solar cells via engineered inorganic charge transport layers,Next Materials,journal,2026-03-05,article,en,,,,,,0,gold,0
10.1021/acsami.5c24125,10.1021/acsami.5c24125,Dual Defense against Interface Defects and Environmental Stress via Synergistic Encapsulation for Efficient and Stable Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-03-05,article,en,,,,,Northwestern Polytechnical University,0,closed,0
10.12688/f1000research.163955.1,10.12688/f1000research.163955.1,An In-Depth Exploration into the Numerical Simulation and Efficiency Enhancement for Tin-Based Perovskite Solar Cells by a thorough Comparative Analysis,F1000Research,journal,2026-03-05,article,en,,,,,Kiit University,0,gold,0
10.5281/zenodo.18877355,10.5281/zenodo.18877355,Experimental Setup Guidelines for Artificial Visual Synapse Characterisation -- SOLIS Deliverable D1.1,Zenodo (CERN European Organization for Nuclear Research),repository,2026-03-05,article,en,,,,,Universitat Politècnica De Catalunya,0,green,0
10.65582/rrs.2026.007,10.65582/rrs.2026.007,Review of Recent Solar-Powered Cooling Systems,Research and Reviews in Sustainability,journal,2026-03-05,article,en,,,,,University Of Nottingham,0,diamond,0
10.1002/pip.70077,10.1002/pip.70077,Efficient and Durable Semitransparent Perovskite Solar Cells for the Application in 4T Perovskite/c‐Si Tandem Devices,Progress in Photovoltaics Research and Applications,journal,2026-03-05,article,en,,,,,Gdańsk University Of Technology,0,hybrid,1
10.1051/epjconf/202635601005/pdf,10.1051/epjconf/202635601005/pdf,Optimizing Lead Based Perovskite Solar Cells (CH,Springer Link (Chiba Institute of Technology),repository,2026-03-05,article,en,,,,,Global University,0,green,0
10.1021/acs.jpclett.6c00119,10.1021/acs.jpclett.6c00119,Machine Learning Accelerated Design of Self-Assembled Monolayers for High-Performance Perovskite Solar Cells,The Journal of Physical Chemistry Letters,journal,2026-03-06,article,en,,,,,National,4,closed,1
10.1038/s41467-026-70002-4,10.1038/s41467-026-70002-4,MXene-driven nanoscale field-effect junction for advanced 4-terminal perovskite/silicon tandem solar panels,Nature Communications,journal,2026-03-06,article,en,,,,,University Of Rome Tor Vergata,3,gold,1
10.1021/acsenergylett.5c04161,10.1021/acsenergylett.5c04161,Near-Field Effects on Cathodoluminescence Outcoupling in Perovskite Thin Films,ACS Energy Letters,journal,2026-03-06,article,en,,,,,Institute For Atomic And Molecular Physics,2,closed,0
